source_id,target_id,trans_amount,source_type,target_type,description,label
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
202000000116708064,202000000131323651,50000,customer,customer,Customer Withdrawal,nonfraud
202000000121637634,202000000095171616,60000,customer,customer,Customer Withdrawal,nonfraud
201000000001785533,201100000005522061,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000004111375,201000000002270458,10180,merchant,merchant,General B2b Transfer,nonfraud
201000000002896811,201000000001744270,50000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004111375,201000000002270458,10185,merchant,merchant,Business to Business Transfer,nonfraud
202000000038956513,202000000035566806,100000,customer,customer,Customer Withdrawal,nonfraud
201000000005651234,201100000005522121,28000,merchant,merchant,Doa Digipos B2b Transfer Incluster,nonfraud
202000000122308086,202000000125249582,30000,customer,customer,P2P Transfer,nonfraud
201000000002078670,201000000003086078,5100,merchant,merchant,Business to Business Transfer,nonfraud
201000000004989626,201000000001744208,5460,merchant,merchant,Business to Business Transfer,nonfraud
201000000001960781,201000000002350877,31300,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002900751,201100000005522131,15500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202100000006734772,202000000126237440,50000,customer,customer,Customer Withdrawal,nonfraud
201000000002328492,201000000001742230,23350,merchant,merchant,Business to Business Transfer,nonfraud
201000000002359279,201100000005522200,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
202000000047530233,201000000001653405,23500,customer,merchant,Customer Buy Goods,nonfraud
201000000001970047,201100000005522173,15700,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002559425,201000000001743227,10700,merchant,merchant,Business to Business Transfer,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
201000000003248925,201100000005522054,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000001954326,201000000001742314,53100,merchant,merchant,Business to Business Transfer,nonfraud
201100000007030372,201100000005522184,31350,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005719605,201100000005522080,51100,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002468256,201100000005522048,53250,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000009833343,201100000005522106,17700,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001985401,201000000001743266,53299,merchant,merchant,Business to Business Transfer,nonfraud
202000000005751175,201000000001281820,156000,customer,merchant,Customer Withdrawal,nonfraud
202000000082424355,201000000003941689,80000,customer,merchant,Buy Goods,nonfraud
201000000001908066,201000000001744304,81200,merchant,merchant,Business to Business Transfer,nonfraud
201000000002455044,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002081327,201000000001743324,25000,merchant,merchant,Business to Business Transfer,nonfraud
201000000002006180,201100000005522140,200150,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002067072,201000000001743270,5899,merchant,merchant,Business to Business Transfer,nonfraud
201000000003939914,201100000005522114,9900,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004111375,201000000002270458,5270,merchant,merchant,General B2b Transfer,nonfraud
201000000003353318,201000000001744166,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000001742671,201100000005522146,43000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000081058435,202100000009369939,100000,customer,customer,Customer Withdrawal,nonfraud
201000000003133252,201000000001745126,73095,merchant,merchant,Business to Business Transfer,nonfraud
201000000001753614,201000000002350879,20300,merchant,merchant,Business to Business Transfer,nonfraud
202000000126665715,201000000001627535,200000,customer,merchant,Customer Buy Goods,nonfraud
201000000005373540,201000000001227614,20000,merchant,merchant,Pay Bill,nonfraud
202000000062380602,201000000001281820,23248,customer,merchant,,nonfraud
201000000003960241,201100000005396944,14400,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000001775171,201100000005522116,20399,merchant,merchant,Doa Digipos B2b Transfer Incluster,nonfraud
201000000005537573,201100000005522196,55350,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002455044,201100000005522070,10900,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000002456107,201000000003086077,20370,merchant,merchant,Business to Business Transfer,nonfraud
201000000004479965,201000000003082447,49800,merchant,merchant,Business to Business Transfer,nonfraud
201000000003982776,201100000005396944,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002469510,201100000005522221,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000003797487,201100000005522048,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000004958656,201000000001742208,53250,merchant,merchant,Business to Business Transfer,nonfraud
201000000001982511,201000000001744277,8000,merchant,merchant,Business to Business Transfer,nonfraud
201000000002084076,201000000005352571,23399,merchant,merchant,Business to Business Transfer,nonfraud
201000000004506908,201100000005522053,16730,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002949938,201100000005522130,56499,merchant,merchant,Doa Digipos B2b Transfer Incluster,nonfraud
201000000003030466,201000000001743270,152000,merchant,merchant,Business to Business Transfer,nonfraud
201100000008848139,201100000005522163,20599,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000056476110,202000000059922814,34000,customer,customer,Customer Withdrawal,nonfraud
201100000005678317,201100000005522217,100530,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001744265,201000000002305223,300000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004892061,201000000005352571,8000,merchant,merchant,Business to Business Transfer,nonfraud
202000000009976088,202000000122804025,50000,customer,customer,P2P Transfer,nonfraud
201000000003073011,201000000002353024,1799,merchant,merchant,Business to Business Transfer,nonfraud
201000000001749180,201000000003082447,30200,merchant,merchant,Business to Business Transfer,nonfraud
201000000005502748,201100000005522189,10700,merchant,merchant,Digipos B2b Transfer,nonfraud
202000000129420230,202000000124419803,20000,customer,customer,Customer Withdrawal,nonfraud
201000000001976204,201000000001745129,8000,merchant,merchant,Business to Business Transfer,nonfraud
202100000006594875,201000000005104238,10000,customer,merchant,Customer Buy Goods,nonfraud
201000000004989628,201100000005522109,21500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
202000000077191751,201000000000201957,16600,customer,merchant,Buy Goods,nonfraud
201000000001976204,201000000001745129,16000,merchant,merchant,Business to Business Transfer,nonfraud
202000000046812884,202000000101094509,100000,customer,customer,P2P Transfer,nonfraud
201000000004656979,201000000001227614,50000,merchant,merchant,Pay Bill,nonfraud
201000000001979114,201000000001744141,10400,merchant,merchant,Business to Business Transfer,nonfraud
201000000004365700,201000000001743232,36150,merchant,merchant,Business to Business Transfer,nonfraud
201000000002468390,201000000002350879,6000,merchant,merchant,Business to Business Transfer,nonfraud
202000000112147306,201000000001281820,29000,customer,merchant,Customer Withdrawal,nonfraud
202100000006594875,201000000005104238,10000,customer,merchant,Customer Buy Goods,nonfraud
201000000005482204,201100000005522170,64499,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002028309,201000000001227614,50000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000003942315,201100000005522127,32207,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005343566,201100000005522118,13500,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000005633257,201000000001227614,20000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000002881498,201000000001745129,23000,merchant,merchant,Business to Business Transfer,nonfraud
201000000005718678,201000000001227614,50000,merchant,merchant,B2b Transfer Telco,nonfraud
202000000124038959,201000000001195015,20000,customer,merchant,Customer Buy Goods Reservation,nonfraud
201000000004506908,201100000005522053,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002067072,201000000001743270,5799,merchant,merchant,Business to Business Transfer,nonfraud
201000000001908517,201000000001743307,351,merchant,merchant,Business to Business Transfer,nonfraud
202000000106826747,202000000111382061,47000,customer,customer,Customer Withdrawal,nonfraud
201000000003976554,201000000001742310,92200,merchant,merchant,Business to Business Transfer,nonfraud
201000000002864997,201000000001742215,10300,merchant,merchant,Business to Business Transfer,nonfraud
201000000001096013,202000000068716448,50000,merchant,customer,General Customer Deposit,nonfraud
201000000002864997,201000000001742215,50000,merchant,merchant,Business to Business Transfer,nonfraud
201000000002960636,201000000001742208,9500,merchant,merchant,Business to Business Transfer,nonfraud
202000000088886759,201100000009988416,100000,customer,merchant,Customer Buy Goods,nonfraud
201000000005663410,201100000005522103,30000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001885291,201100000005522106,50000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000003320408,201000000005351918,1000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004534623,201100000005522168,5999,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000003764808,201100000005522052,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000005632622,201100000005522150,2021,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
201000000001749180,201100000005522125,6500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002325753,201000000002350877,10600,merchant,merchant,Business to Business Transfer,nonfraud
202000000127630991,201000000002352707,3000,customer,merchant,Customer Buy Goods,nonfraud
201000000005490713,201100000005522066,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000001774175,201100000005522230,116350,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
202000000107827918,202000000115224143,47000,customer,customer,Customer Withdrawal,nonfraud
201000000003353318,201100000005522205,10400,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005669060,201000000001227614,200000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000001895263,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002077326,201000000001745124,5750,merchant,merchant,Business to Business Transfer,nonfraud
201000000004506908,201000000001742309,1300,merchant,merchant,Business to Business Transfer,nonfraud
201000000002034092,201100000005522125,11100,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005717985,201000000001227614,50000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000004506908,201100000005522053,49030,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001755371,201100000005522059,5150,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002019201,201000000001227614,200000,merchant,merchant,B2b Transfer Telco,nonfraud
202000000126497546,201000000004876558,6100,customer,merchant,Customer Reservation Telco For Other,nonfraud
201000000005482221,201000000005352571,53499,merchant,merchant,Business to Business Transfer,nonfraud
201000000002559425,201100000005950576,5200,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002308245,201100000005522196,20500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001768200,201000000002350877,83150,merchant,merchant,Business to Business Transfer,nonfraud
201000000004859332,201000000001745132,600,merchant,merchant,Business to Business Transfer,nonfraud
201000000003353318,201100000005522205,10400,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002627659,201100000005522061,21000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
201000000002896926,201000000001744304,20400,merchant,merchant,Business to Business Transfer,nonfraud
201000000004899799,201100000005522126,9900,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000072844790,201000000001285601,100000,customer,merchant,Customer Withdrawal,nonfraud
201000000002077326,201000000001745124,20300,merchant,merchant,Business to Business Transfer,nonfraud
202000000081183817,201000000001845801,75000,customer,merchant,Buy Goods,nonfraud
201000000002864997,201100000005522104,5500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005502748,201000000001743270,100099,merchant,merchant,Business to Business Transfer,nonfraud
202100000008232157,201000000005104238,10000,customer,merchant,Customer Buy Goods,nonfraud
202000000123874025,202000000117933442,30000,customer,customer,P2P Transfer,nonfraud
201100000008874970,201100000005522122,20000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001895317,201000000001743315,19500,merchant,merchant,Business to Business Transfer,nonfraud
201000000005632622,201100000005522150,2021,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000007505244,201100000005522125,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201100000005912282,201100000005522075,88300,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
201000000001895317,201100000005522105,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
202000000043436293,202000000117827428,50045,customer,customer,P2P Transfer,nonfraud
201000000005137809,201000000001227614,20000,merchant,merchant,Business to Business Transfer,nonfraud
201000000001775171,201100000005522110,23300,merchant,merchant,Digipos B2b Transfer,nonfraud
201100000006866430,201100000005522046,88020,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001744265,201000000003783049,500000,merchant,merchant,Business to Business Transfer,nonfraud
201000000003518934,201000000001227614,50000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000003597060,201000000003086077,25350,merchant,merchant,Business to Business Transfer,nonfraud
202000000080326977,201000000005104238,10000,customer,merchant,Customer Buy Goods,nonfraud
201000000005463594,201100000005522188,100120,merchant,merchant,Digipos B2b Transfer,nonfraud
201100000007093565,201100000005522192,22500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001977522,201100000005522079,20400,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002946834,201100000005522095,20800,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002455044,201100000005396943,13549,merchant,merchant,Doa Digipos B2b Transfer,nonfraud
201000000001907115,201000000001227614,50000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000001975353,201000000001745193,40600,merchant,merchant,Business to Business Transfer,nonfraud
202000000080810061,201000000005104238,10000,customer,merchant,Customer Buy Goods,nonfraud
202100000005347733,202000000126676029,300000,customer,customer,Customer Withdrawal,nonfraud
201000000003029439,201000000001742230,10750,merchant,merchant,Business to Business Transfer,nonfraud
201000000003353318,201000000001743227,4845,merchant,merchant,Business to Business Transfer,nonfraud
201000000002469510,201000000001744169,42800,merchant,merchant,Business to Business Transfer,nonfraud
202000000061866855,201000000005104238,10000,customer,merchant,Customer Online Payment,nonfraud
201000000002494623,201100000005396944,21700,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004859332,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
202000000047128526,201000000002266515,2700,customer,merchant,Customer Buy Goods Reservation,nonfraud
202000000125666379,201000000001281820,49000,customer,merchant,Cash Out,nonfraud
201100000005855495,201100000005522210,53500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000003575149,201100000005522089,2500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202100000009724039,201000000001548646,15000,customer,merchant,Customer Buy Goods,nonfraud
202000000026301573,201000000005104238,10000,customer,merchant,Customer Online Payment,nonfraud
201000000005046297,201100000005522173,33500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002073245,201000000001742243,7000,merchant,merchant,Business to Business Transfer,nonfraud
201000000002455044,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002038456,201100000005522205,56500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000006690057,201100000005522049,28000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001975353,201100000005522194,42999,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000061034126,201000000000232996,175800,customer,merchant,Buy Goods,nonfraud
201000000001775171,201100000005522116,61199,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001779778,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000001744866,201000000001742313,10700,merchant,merchant,Business to Business Transfer,nonfraud
201000000002797595,201100000005522150,50001,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000002898413,201000000001544001,16000,customer,merchant,Customer Buy Goods,nonfraud
201000000004506908,201000000001742310,800,merchant,merchant,Business to Business Transfer,nonfraud
201000000005373696,201100000005522047,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000003295338,201100000005522170,10000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000009611497,201000000004364531,11611,customer,merchant,Customer Buy Goods,nonfraud
201000000001962303,201100000005522114,15699,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005651234,201100000005522121,19900,merchant,merchant,Doa Digipos B2b Transfer Incluster,nonfraud
201000000002946834,201100000005522095,13500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005551141,201100000005522072,5600,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002078643,201000000001745186,15400,merchant,merchant,Business to Business Transfer,nonfraud
202100000006082366,201000000001281820,100000,customer,merchant,Customer Withdrawal,nonfraud
202000000054892832,201000000001578503,50000,customer,merchant,Customer Buy Goods,nonfraud
201000000002036583,201000000003086080,21100,merchant,merchant,Business to Business Transfer,nonfraud
201000000001751494,201000000001745195,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000005632622,201100000005522150,2021,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001096013,202000000045231097,20000,merchant,customer,Cash In,nonfraud
201000000004899799,201000000005351918,25199,merchant,merchant,Business to Business Transfer,nonfraud
201000000003939914,201100000005522114,9900,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001757914,201000000001743315,22450,merchant,merchant,Business to Business Transfer,nonfraud
201000000005667268,201100000005522201,40800,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000002078670,201000000001745132,5250,merchant,merchant,Business to Business Transfer,nonfraud
201000000001750266,201100000005522172,10800,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005537001,201100000005522079,99500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002034606,201100000005522185,121000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001955303,201100000005522200,5500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001775910,201100000005522053,10730,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002559425,201000000001743227,10600,merchant,merchant,Business to Business Transfer,nonfraud
201000000005699719,201000000001745195,101000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000009140848,201100000005522046,33620,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000007505244,201100000005522125,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002317014,201100000005522088,31199,merchant,merchant,Doa Digipos B2b Transfer Incluster,nonfraud
201000000001963280,201000000001743309,5600,merchant,merchant,Business to Business Transfer,nonfraud
201000000001862307,201000000002353024,20899,merchant,merchant,Business to Business Transfer,nonfraud
201000000002052414,201100000005522107,9700,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000002455044,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000001789099,201000000003082449,11520,merchant,merchant,Business to Business Transfer,nonfraud
201000000005646852,201000000002353025,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000004214760,201000000003086074,19130,merchant,merchant,Business to Business Transfer,nonfraud
202000000055932434,201000000001578502,20000,customer,merchant,Customer Buy Goods,nonfraud
201000000002034606,201100000005522185,20500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000009808851,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002469882,201000000001745163,25000,merchant,merchant,Business to Business Transfer,nonfraud
201000000001775171,201100000005522116,33299,merchant,merchant,Doa Digipos B2b Transfer Incluster,nonfraud
202000000050733235,201000000001653405,79800,customer,merchant,Buy Goods,nonfraud
201000000002323496,201100000005522165,10999,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004111375,201000000002270458,79288,merchant,merchant,Business to Business Transfer,nonfraud
202000000060531294,201000000005721360,11500,customer,merchant,Customer Reservation Telco For Self,nonfraud
201000000003353318,201100000005522205,8000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000003353318,201000000001745182,4845,merchant,merchant,Business to Business Transfer,nonfraud
201000000002468256,201000000001744322,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000004509741,201000000001745132,201,merchant,merchant,Business to Business Transfer,nonfraud
201000000003177427,201000000001743318,33500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001782903,201000000001743265,12000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004958656,201000000001742208,94250,merchant,merchant,Business to Business Transfer,nonfraud
201000000002034092,201100000005522125,28000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202100000006082366,201000000005564031,200000,customer,merchant,Customer Online Payment,nonfraud
201000000003772229,201000000001743266,40000,merchant,merchant,Business to Business Transfer,nonfraud
201000000001747347,201000000003086077,10799,merchant,merchant,Business to Business Transfer,nonfraud
201000000003353318,201000000001744166,200,merchant,merchant,Business to Business Transfer,nonfraud
202000000089154507,202000000125937447,3000,customer,customer,P2P Transfer,nonfraud
201000000002468256,201000000001744322,53250,merchant,merchant,Business to Business Transfer,nonfraud
201000000002559956,201000000001745184,100000,merchant,merchant,Business to Business Transfer,nonfraud
201000000002469882,201000000001745163,25000,merchant,merchant,Business to Business Transfer,nonfraud
201000000001775171,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
202000000094645747,201000000001544001,11000,customer,merchant,Buy Goods,nonfraud
201000000001960781,201000000002350877,8000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004590214,201000000001227614,20000,merchant,merchant,B2b Transfer Telco,nonfraud
201000000002864997,201000000001742215,30000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004509741,201100000005522150,2021,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001784493,201000000001744208,32000,merchant,merchant,Business to Business Transfer,nonfraud
201000000001908066,201100000005522160,10750,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004366107,201100000005522167,31500,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001953975,201100000005522105,18000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005632622,201000000001745132,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000005632622,201100000005522151,1822,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000005678234,201100000005522047,28000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002306120,201000000001744277,28000,merchant,merchant,Business to Business Transfer,nonfraud
202000000089153499,201000000004875740,51500,customer,merchant,Buy Goods,nonfraud
201000000002468256,201000000001744322,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000002603684,201000000001745120,76000,merchant,merchant,Business to Business Transfer,nonfraud
201000000003289785,201100000005522168,10899,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000005420473,201000000001742208,10000,merchant,merchant,Business to Business Transfer,nonfraud
202000000108657304,201000000005104238,10000,customer,merchant,Customer Buy Goods,nonfraud
201000000002061389,201000000001743324,2147,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000003942389,201000000001227614,500000,merchant,merchant,Business to Business Transfer,nonfraud
201000000005667268,201100000005522178,2300,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000004365478,201000000001743317,309,merchant,merchant,Business to Business Transfer,nonfraud
201000000001866023,201100000005522107,70030,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001776331,201000000001745132,86000,merchant,merchant,Business to Business Transfer,nonfraud
201000000004506908,201000000001744151,4555,merchant,merchant,Business to Business Transfer,nonfraud
201000000001746662,201100000005522122,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201100000007505244,201100000005522125,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000003353318,201000000001744166,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000002071164,201000000001299008,110526,merchant,merchant,B2b Transfer Telco,nonfraud
201000000002306120,201000000001744277,9500,merchant,merchant,Business to Business Transfer,nonfraud
201000000004558851,201000000001745197,1100,merchant,merchant,Business to Business Transfer,nonfraud
201000000004111375,201000000002270458,5285,merchant,merchant,General B2b Transfer,nonfraud
201000000002600332,201000000001743317,9900,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000088340054,201000000001845801,75000,customer,merchant,Buy Goods,nonfraud
201000000002880849,201000000001745122,75100,merchant,merchant,Business to Business Transfer,nonfraud
201000000002505091,201100000005522198,44000,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000001782284,201100000005522108,10667,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000003353318,201100000005522205,8000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004899799,201100000005522126,9900,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001790899,201100000005522134,14900,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002034092,201100000005522125,28000,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000004081709,201000000001745197,29800,merchant,merchant,Business to Business Transfer,nonfraud
201000000002880206,201100000005522201,100800,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
202000000126439438,201000000001279961,48000,customer,merchant,Customer Withdrawal,nonfraud
201000000003293303,201100000005522089,49975,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000004740112,201000000001742313,25000,merchant,merchant,Business to Business Transfer,nonfraud
202000000120019094,202000000084562601,100000,customer,customer,P2P Transfer,nonfraud
201000000002359279,201000000001743225,2300,merchant,merchant,Business to Business Transfer,nonfraud
201000000002455044,201100000005522205,56300,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000001775171,201000000001742225,200,merchant,merchant,Business to Business Transfer,nonfraud
201100000005950738,201100000005522224,21300,merchant,merchant,Digipos B2b Transfer,nonfraud
201000000003353318,201000000001744166,200,merchant,merchant,Business to Business Transfer,nonfraud
201000000002455044,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000005502748,201100000005522134,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201100000007505244,201100000005522125,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000001869478,201000000001299008,37781,merchant,merchant,B2b Transfer Telco,nonfraud
201100000005724966,201100000005522073,10100,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000001776126,201000000002350877,25200,merchant,merchant,Business to Business Transfer,nonfraud
201000000003764808,201000000005564865,31050,merchant,merchant,Business to Business Transfer,nonfraud
201000000002864997,201000000001742215,20100,merchant,merchant,Business to Business Transfer,nonfraud
201100000007505244,201100000005522125,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002326780,201000000002350879,2000,merchant,merchant,Business to Business Transfer,nonfraud
201000000001791587,201100000005522151,35002,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201000000002058783,201000000001745183,30820,merchant,merchant,Business to Business Transfer,nonfraud
201000000002455044,201100000005522116,200,merchant,merchant,Digipos B2b Transfer Fee,nonfraud
201000000002342593,201000000001742308,37100,merchant,merchant,Business to Business Transfer,nonfraud
201000000001864883,201100000005522079,15300,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000006536629,201100000005522081,87300,merchant,merchant,Digipos B2b Transfer In Cluster,nonfraud
201100000007735069,201100000005522197,53088,merchant,merchant,Digipos B2b Transfer,nonfraud
